,Text,Score
5348,"Nice fruity aroma and beutiful reddish brown color. A nice drinkable belgian. Dry, fruity, and a touch of hops. Quite enjoyable.
",5
5349,"on tap.  Poured a nice copper with a nice head.  Aroma was hoppy and somewhat floral.  The flavor was acrid and overcarbonated, but overall pretty enjoyable
",5
5350,"Copper coloured beer with a creamy beige head, long lasting and with good lacing. Aroma includes fruity and floral characters with some caramel malts. Quite obvious alcohol content. A lot of complex fruity flavours aswell as sweet darkish malts and hops. Has a dryish, bitter flowery finish. An authentic trappist beer.
",5
5351,"UPDATED: MAY 20, 2007 11.2 oz bottle.. I had this last night because i hadnt tried it in forever, and I was glad I did.  It was expensive as hell, but worth it.  On the pour, good head, dark brown-red color, lots of carbonation.  Smell was fruity, cola-like spice.  The first taste was amazing, far better than what I remember.  Tasted like a lively brown ale, with a belgian-sweet finish. Nice warm alcohol notes.  Top notch!
",5
5352,".75 liter bottle.  .  Nice red color with a creamy head, very inviting smells of fruit and oak.  Taste is sweet with hints of fruit and caramel, well carbonated almost too much.  Sweet stickiness afterwords brings a need for water.
",5
5353,"05/03 on the cork.		Pours a rich auburn with a frothy light tan head. Smell is fruity, caramel malt, lightly bitter, candy sugar/molasses.		Taste is again that rich fruity and caramel malt. Lightly spicy. A bit overcarbonated but that fades as it warms. Rich and smooth. A bit sticky mouth especially in the aftertaste.		Not overly complex but surprisingly good.
",5
5354,"UPDATED: DEC 31, 2008 Bottled. Hazy brown colour with huge bubbly beige head. Sweet alcoholic citric aroma with some malty notes. Barley, malt and lots of yeast in the flavour. Also some banana and caramellish hints. Pleasant palate, but a bit much carbonation.
",5
5355,"On tap, served in the proper Chimay goblet.  An excellent Belgian, up there with the Bleu.  The yeasty smell is more subdued than the Bleu, but there is more fruit.  Quite refreshing.
",5
5356,"a mesandsim rate:	This is one of our old favourites - something we havent had for quite a while. Trying it recently reminded us that its a great beer. Good hearty trappist nose and flavour. Smooth and full-bodied. Complex and slightly sweet.
",5
5357,"11.20 oz. bottle from The Andersons, Columbus, OH.  Lovely orange-red with tons of tiny sediment at the bottom of the bottle; monstrous, white, fizzy, frothy head thats easily recreated with some light swirling.  Aroma is Belgian yeast, alcohol, and apple/pear.  Flavor is more of the Belgian yeast with an excellently balanced and complementing light bitterness; slight pleasant pungency (the description says ""astringency""); light alcohol warmth and evaporation through the nose.  At first I felt this was too thin but as I drank it, it seemed to be come more full; TONS of carbonation, with the beer becoming just a bunch of bubbly froth in the mouth until the beer is allowed to sit and ""burn off"" some of it; slightly sticky after all.  Overall, this is not a knockout beer; what is impressive about it is the sheer craft of the beer; it wont knock you on your ass, but its impressive how subtle and how incredibly well balanced it is, how it all fits how and all aspects of the beer just work together.  I am looking forward to some of the ""heavier"" Trappists.
",5
5358,"Great little bottle. Appearance is amberred with a dull head. First sip reveals a heavy aroma of honey and sugar turning refreshingely bitter.	Great for caf talks and a sturdy meat meal.
",5
5359,"Pours red with a white head.  Smells of rose hips, candy canes, and caramel.  Tastes of grapes, raisins, dates, figs and spring flowers with morning dew.  Mouthfeel leaves a lingering carbonation that tickles the tongue for several minutes after the finish.  Lacing lingers throughout the enjoyment of the beer.
",5
5360,"Wonderful palate. Full of all sorts of fruits & flavours. Well malted - nice and malty like a real ale should be. Excellent head and head retention, but surprisingly, lacked lacing. Cloudy, dark, hazy bottle conditioned appearance and character. Very yeasty. Lots of aroma.
",5
5361,"UPDATED: JAN 9, 2006 (Bottle 33 cl) Muddy brownish colour with a beautiful rocky head. Extremely dry, more dry than bitter. Some chocolatey notes. Not as full-bodied as most other trappists, but still a very beautiful experience. 040993		As ""Chimay Premiere"" 050599
",1
5362,"Medium orange-amber in color.  Thick off-white head (not lasting).  Cinnamon, belgian yeast bright scent, some kind of fruit too.  light bodied.  tastes like sugarless fruit, maybe grapefruit (citrus hopps).  highly carbonated.  Thanks Chuck...
",5
5363,"UPDATED: OCT 23, 2005 Re-rating this fellow, (1992, kulminator, dirk didnt look sure about giving this, so thanks). Aroma is a good aged appely/oakiness, that i normally find this aged beer, i think it could have done with another few years however, fruit and light sweetness that i wouldnt normally have expected from  this being as old as it is. Taste is similar to taste with the apples blending well with the darker fruits to create a delicious beer. I actually found the gf, pauline, had left half a glass left on the table towards the end of the nite and was like bonus if ever there was one.
",5
5364,"Thanks Chuck!  The appearance is a thick, bubbly/creamy off-white head that fully stays.  The body is a weird brown color.  It bubbles more than champagne.  Excellent lacing provides a nice appearance.  The aroma is yeasty, cinnamon, bananas, cloves, grain, apricot.  The flavor is yeasty, hay, alfalfa, cloves, cinnamon, something weird I cant pinpoint.  The palate is watery with a light/medium mouthfeel.  Extremely carbonated.
",5
5365,"an odd orangish brown pour w/ a big thick white head that laces pretty well nice champagne like bubbles but dissapates quickly nocking it from a potential 5 in appearance.  A scent that is yeasty cloves, cinnamon, fruitiness very sweet hints of apricot or bannana in it as well.  Palate is highly carbonated medium bodied.  flavor is sweet and a touch spicy very fruity and malty defintelly belgian yeast almost over carbonated.  Overall a decent beer.
",1
5366,"hazy, dark orange, medium carbonation. I think still a classic dubbel.  The dark friuits play nicely with malt sweetness and a subtle spiciness.  note - put a cork in it and finished the next day and it was still pretty damn good.
",5
5367,"Hazy, cloudy, orangish-brown.  Oily, off-white head.  Aroma is of bananas, brown sugar, raisin bagels, cloves, coriander and cinnamon.  Flavors are similar to aroma, with Belgian yeast, caramel sweetness, vanilla, toffee and cloves being the most prominent.  Effervescent.  Clean sweeping finish.  Peppery aftertaste.  Nicely done.
",5
5368,"Oh so scared of opening my three year olds, I opted for a young batch of this instead (LAm-434). Poured into its own tulip glass, a two inch off-white head formed atop an auburn copper body, with very fine carbonation agitating the bread crumb yeast floating about. Low Cabernet red grape and general vinous aromas, yeasty and earthy. A little toffee for sweetness, but more malty and peaty. Aroma follows through into the mouth, well rounded flavours, light, very fine carbonation, medium bodied, and quite fairy floss sweet throughout, with earthy undertones, leafy hops, gritty malt and a generous dark fruit, almost blackcurrant, zest, that adds a needed balance. Quite Scotch ale peaty, good length in the bitter and lowly sweet swallow, but, like a good red wine, I could tell it was young. I need to open one of the three year olds and see how much theyve matured. A complex and lovely brew.
",5
5369,"UPDATED: JUL 9, 2007 Initially didnt care for this one but now I can appreciate its qualities. Unfortunately, a tad to malty, yeasty and raisiny for my taste. Yet still a very solid ale that gets better as it warms up. Big points for the one finger head that never went away along with the tiny bubbles that continued to rise to the top.
",5
5370,"Not nearly as spicy as the Bleu, but somewhat spicy nonetheless!!!!1112 Deep reddish brown color, and quite carbonated.  Has that Belgian, yeasty, malty taste just not as strong.  But still very drinkable.  Perhaps it is well suited as a breakfast beer.
",5
5371,"Fruity and malty.  One of the only Dubbels Ive had, so Im not sure how it fits into the style.  Not as good as the white and blue, in my opinion.
",5
5372,"(Bottle) A very promising appearance and aroma. -It smells like a classic Belgian with all the right notes of malt, berries, coffee. Flavor is dry, quite full but unfortunately also  very metallic. Damn!
",5
5373,"750ml. btl. i really like this beer. appearance is murky amber brown with a small head that diminishes into little white spots with carbonmation bubbling up  here and there. smells dusty and of dakr dried fruit, with a hint of tea. smells of hops too. the mouthfell is smooth, with a moderate release of gasses. taste like it smells, plus a good deal of malty pleasantness. taste is dry. cheers!
",5
5374,"UPDATED: DEC 12, 2008 Southern sweet tea appearance, Thick but light and frizzy head. Nose of moldy cheese, apple and wine. Taste as same as the nose, with a nice finish. Very unique taste that only a good Belgian can offer. 		Rerate: Amazing. . I love how creamy and vanilla it gets as it warms, but still retains an oaky, fruity slightly bitter side. 		12/12/08 Rerate Pretty damn close to my favorite beer on plant Earth.
",5
5375,"UPDATED: SEP 8, 2009 I have had this one a number of times and really can not say why it has taken me this long to get around to rating it.  Sampled this time from an 11.2 oz brown bottle this brew poured a murky brown color with a faint reddish tinge and a huge creamy beige head.  There is a tart, sweet fruity hop aroma with light sour malt undertones, a touch of mustiness and a hint of cherry nutmeg and caramel. The flavor was tart, bitter and had light touches of fruity and floral hops, cherry, sugar, caramel and a faint musty undertone. The finish was long, sour, tart and fruity. Fairly full bodied. Very well done.
",5
5376,"Aroma:fruity,raisin,camrale....	Appearance:Amber with small head...	Flavor:Raisin,caramel...
",5
5377,"UPDATED: APR 29, 2005 Nice abbey ale, but nothing compared to westvleteren8 (ive had that one in a place  in my hometown). nice hopbitter and alcohol taste. good balance.
",5
5378,"Dirty and astringent nose. Nice color with big carbonation. Dried dark fruit notes are very well hidden.Starchy mouthfeelwith an acidic finish.
",1
5379,"I enjoy how this beer feels on the palate....very light a bit oily.  I feel the flavor is complete and nothing extra, nothing missing.  Its balanced well.  The apricot flavor is most predominate and not overwhelming.
",5
5380,"The predominating maltiness of this beer demonstrates itself mainly in the many dried fruit aromas and flavors...figs, currants, apricots, maybe caramel too...plus a definite alcohol presence.  Nicely done.
",5
5381,"Bottle.  A very dark pour with a foamy white head.  A very strong aroma typical of dubbles.  Very nice blanaced flavor.  Nice hint of spice and slight woody flavor.
",5
5382,"Bottle Pours a hazy brownish red witha nice modest faomy off white head.    Aroma is mainly the musty belgian slant with some light pitted fruit.   Soft woody flavor with that dusty musty flavor.  Not much of the belgian spice but sublte and easy.   Nice.
",5
5383,"on tap, nyc.  Nice dark red, malty aroma.  Sweet malty flavor.  Nice rose pedal palate.  the Blue is better- but this is a hell of a beer.  It has more kick.
",5
5384,"Bottle. Pours dark dark hazy amber with reasonable white bubbly head which did not hang aroud for long. Plenty going on in the aroma, most notible is dried fruit and caramel. This transfers through to the flavour with a dry finish. Mouthfeel a little light for the style. Alcohol barely noticable, this is one that will sneak up on you.
",5
5385,"Pours a dark and sediment filled reddish brown with a creamy off white head. Aroma is fruity, but more your berry type fruity and somewhat malty. The flavor is lightly malty and fruity. A very lightly bitter and yeasty finish. This is very well balanced. Has an initially creamy feel that rolls over the tongue but it seems way too watery for me. My least favorite of the trio.
",5
5386,"This was the first style of Chimay that I ever tried.  I was overwhelmed after the first sip.  It is also incredible, but after trying the blue, the red just isnt the same anymore.  The biggest difference is the bite at the beginning of each sip.  It just isnt as strong as the blue label, plus the blue has a little more alcohol, which never hurts.
",5
5387,"Pours a dark dingy ruby red sort of color. Aroma of yeast and alot of spice. Flavor is quite nutty flavored. Spice fruit and a touch of alcohol. Finish is a little sweet and fruity. Enjoyable.
",5
5388,"Amber orange color with a light malt and hops. Has the taste of a sparkling wine and is a little thin on the texture and body. Not one I finished
",1
5389,"Average frothy slightly off-white head.  Murky amber/brown body.  Slight fruity aroma.  Taste is sweet and almost takes on a champagne flavor.  The finish is very slightly bitter/astringent/spicy.
",5
5390,"This is a good brew for sure, but its just not mind blowing. It just seems standard when compared to other Belgians. It pours a nice and cloudy copper color with a beautiful head. If you have had the blue then you have pretty much had this one, except this one is slightly less complex. With a huge abundance of better Belgians out there, I really dont see myself picking this one up very often. Still worth a try though!
",5
5391,"Cloudy dark red with an off white head. Malty aroma with fruits, plum and licorice. Very balanced taste with a great sweet dry finish.
",5
5392,"Bottle from Nelson Wines. It pours hazy medium brown with red highlights and has a very thin beige head. The nose is sweet fig, date, caramel, wood, tangerine and winter spices. The taste is wood, caramel, smoke, tobacco, orange, orange blossom, dark fruit and honey, with a long woody finish. Theres no denying its a decent brew, but it really lacks the drinkability and complexity of the Bleue.
",5
5393,"From a 33cl bottle from Picks Liquors poured into my Chimay Trappist glass. This beer pours a light brown/ruby. It has a full inch of head that is a dark white color and lasts and lasts. Has a slight smell of caramel and fig. Taste is malty like a fresh baked loaf of bread. It is slightly sweet and slightly bitter. Very good amount of carbonation. Finish is dry and abrupt. Overall, I dislike this beer. I feel that it is the very worst of the Chimay brand. I will not be buying this beer again.
",1
5394,"En versant le tout en verre, une odeur de levure est nettement perceptible. Des armes de pain frais, de noix grills,de caramel, de fruits schs et dpices sont perceptibles. Le liquide de couleur brun lgrement brouill est recouvert dune belle mousse beige et persistante.  En bouche, lamertume, leffervescence et le petit ct piquant rend la dgustation bien intressante. Trs bonne bire.
",5
5395,"Why havent I rated this yet? Well, here goes. Pours a murky, reddish brown. Almost no head. Aroma of caramelized sugar, bread pudding and fig.   Flavor of stone, cinnamon, bread, caramel, and slight toast. Good, but expected and standard for a dubbel.
",5
5396,"Served in a goblet with Thanksgiving dinner 2010.		Pours a medium brownish-crimson color with a single-finger white head with a touch of lacing. The retention isnt the best either, though its certainly a nice color. Nose is dark caramel, purple plum, dates, raisins, and a touch of booze.		The flavor brings forward some notes of lightly-sweetened dark fruits, raisins, and malt along with a fairly strong presence of dates and a nice yeasty character. Medium body with low carbonation and a bit of booze. Drinks fairly well but doesnt have all that much depth.		Serving type: bottle		Reviewed on: 11-25-2010
",1
5397,"UPDATED: APR 13, 2011 330ml Bottle. Pours a deep red/orange/brown with a foamy white head. Aroma of spices, dark fruits, toffee, caramel. Flavour of roasted malts, yeast, spices, dark fruits. Soft carbonation.		Suck on that F**k Society
",1
5398,"Bottle 330ml @ home	Pours cloudy orange with a off-white head. Aroma is funky with notes of malt, caramel, dried fruits and yeast. Taste is medium sweet and light bitter. Body is medium, texture is oily, carboantion is soft.
",5
5399,"This bottle may have been faulty, as it foamed out of the lip of the bottle for a few minutes before I could pour.  When I did, though, it came out normal.  The result is a pretty standard, straightforward Belgain-type strong ae.  Reddish-brown in color with decent foam layering, moderately fruity aroma, standard Belgian strong taste, and wonderful mouthfeel.
",5
5400,"Pours light brune and cloudy, with the well developed lace expected. Spicy, nutty, earthy. Full flavored brew, nutty, yeasty, Belgian spicing. A beer to be enjoyed.
",5
5401,"The dark malty colour and taste of this beer is off set with the fruity aroma and flavour.  There is a lot going on here and I really like it.  The alcohol is hidden well, and there is a lot to smell and taste.  I would place it between the blue and white as it doesnt hold the depth of the blue, or the hoppy fruityness of the white.  It is a great beer overall.
",5
5402,"This one is my favorite of the three. Showing some fruitiness in the aroma and some spiciness in the taste it is very well balanced and easily enjoyed.
",5
5403,"Pours a dull hazy copper with a tall off-white head that lasts. Sweet and fruity aroma with corriander/banana. Taste starts a bit sweet but quickly gets dried out with a crisper spice and hop finish. The red is a bit lighter on the palate.
",5
5404,"Poured cloudy amber, beautiful frothy head. Aroma is very pleasant, wheaty, yeasty. Head lasts, with lacing. This beer is nice on the tongue. Taste is slightly bitter, but the aftertaste smooths to a wine like character. It is overall a pleasant experience that I will drink again.
",5
5405,"Pours a reddish chestnut color with a thick creamy head that lasts forever.    Aroma is fruity - banana and apricot - and spicy.  Flavor is of the same fruits as in the aroma mixed with a peppery spiciness.  Just a bit of alcohol warmth in the finish.  Nice.
",5
5406,"Small Bottle..Chimay goblet pours hazy amber with a light tan creamy head.Funky smell almost like over ripe fruit that has fallen to the ground very earthy but fruity.The Taste is very rich as it should be(at $8.00 a bottle)  .It is a nice malty taste with the presence of mulled spice and yeast notes blending for a unique taste.	Its somewhat thin in body but the carbonation makes for smooth drinking.
",5
5407,"Had this by the bottle at the Boston University Pub.  Slighly drier than the white, if I remember right.  It was okay, but not remarkable for the style.  Not exceptionally strong tasting, though, which is a blessing.  Not something Id go after specifically, however.
",1
5408,"UPDATED: JAN 31, 2006 The nose is salty, lemony, and pilsner-esque, but with a slight altbier tinge.  This one pours a brown amber that is unfiltered with a nice white head.  The mouthfeel is dominated by a thick carbonation upfront that thins out into a medium finish.  The first taste is banana-pepper and perhaps yeast followed by a ""juicy fruit""/fig middle and a medium, dry, and bitter finish.
",5
5409,"Bottle. Color was a reddish brown with a frothy medium head. Aroma medium sweet fruity tone. Flavor was full and smooth and had a long finish with an alcohol bite. Good brew.
",5
5410,"Cloudy brownish red color with a stable white head...lively carbonation.  Grapes, yeast, and other spices.  Dry bready flavor with an uderlying alcohol presence.  Good first trappist ale.
",5
5411,"UPDATED: MAY 2, 2005 Creamy head and dark brownish red color.  Pleasant, fruity aroma, specifically banana.  Medium-full bodied beer although a little boring.  Still always a very good choice.
",5
5412,"UPDATED: APR 11, 2008 Reddish brown body, small head in its glass. Aroma is sugar, bananas, and raisins. Flavor is the same. Slightly metallic. I used to like this a lot more.
",5
5413,"A light bodied double that strangely has hints of rice in it...reminiscent of a Kirin or Sapporo.	I swear I did not have any sushi or Japanese beers tonight.  Shaka Tamasna Kata Frata Brada!!
",5
5414,"Pours more of a light brown than copper, thick head quickly dissapates.  Might be my oncoming cold, but the aroma is quite muted, nothing really prominent.  Fruity flavours with a spicy underlay.  Cherry, dried apricot notes.  Full bodied with a balanced finish.  Cheers!
",1
5415,"UPDATED: MAY 14, 2005 Pours a dark brownish color with a nice amount of foamy white head.  Aroma is sweet and spicy.  Flavor is light on the palate, sweet with raisiny spicy finish. Only the slightest bit of an alcohol taste.  Overall, delicious.
",5
5416,"UPDATED: MAR 31, 2005 pours a ruby colour with a moderate lasting head. Apricot and Plums in the nose. easy on the palate, refreshing finish, i really enjoyed this.
",5
5417,"Pours (suprise) that usual red color of a dubbel.  Head is thin and lacing is minimal.  Aroma is dried fruit and slight wood.  Flavor is large and malty, very little hop presence, dark fruits, a little veggie, a dry spell with a slight alcochol note, with a mild bitter finish.  Mouthfeel is much better than in the blue, thank God.
",5
5418,"Bottle.  Pours a dark reddish-brown color.  It has a light aroma of light malts and fruits.  It has a slight aroma of hop bitternes.  The taste is mildly sweet, yeasty, malty, and lightly spiced.  This one is also not as good as it used to be.  If I had to compare Id say this one has suffered the least with the Bleu and Blanche really taking hits.
",5
5419,"UPDATED: JUL 26, 2008 Rerate, 330 ml bottle, now available in Norway (Vinmonopolet, + Cardinal Pub & Bar, Stavanger): ABV is 7.0%. Hazy brown colour, big and lasting off-white head. Spicy complex aroma and flavour, some winey and woody notes too. The mouthfeel has still too much carbonation, but this is none the less a very fine beer. Im upping it a few points. Original rating: 330 ml bottle, at the White Horse at Parsons Green, London. Served in ""appropriate"" Chimay glass (whether those wide chalices really ARE the most appropriate for savouring complex beers, is a discussion of its own). Unfortunately served far too cold - youd think White Horse waiters knew better. For good measure, the waiter poured the beer along the side of the glass, which prevented the beer from ""opening up"", the head disappeared quickly and the beer kept too much carbonation. The beer has a brown colour, aroma of leather, balsamico vinegar and barnyard. Flavour is quite dry, well hopped, elements of leather and tobacco. Hints of cardamom and ginger. Aroma and flavour improves somewhat as the beer slowly warms up, but altogether this remains my least favourite of the Chimays  - give me a Bleu, please! Still a decent beer, but with the Trappists I expect more. Will re-rate when I personally control the temperature and the pour.
",5
5420,"Hazy brown colour with a big off-white head.	Spicy aroma with lots of yeast.	Complex spicy flavour with sweetness and yeast.
",5
5421,"Chimay Premiere. As my first introduction into Abbey Dubbel was quite pleasing.  I since that first meeting I usally have it as a speacial treat and rare occassions. It is definitly a treat, I think Il treat myself to one soon.
",5
5422,"Chimay Premiere - Beautiful Ruby body with appropriate head. The beer unleashes a perfect blend of spices with malt sweetness. There is definitely something bready in this and an almost warming finish. Good stuff.
",5
5423,"UPDATED: AUG 14, 2005 very nice trappist.  cloned it three times, the ag clone is perfect. toffee aroma w/ caramel flavor.  malty and fruity, it has a rather complex body.
",5
5424,"Aroma was a bit vegetable, almost soapy. Nice lacing, but murky pour. Not unattractive however. Nice bronze color. Flavor was a bit metallic and soapy. Perhaps medicinal. Decent beer, but I would not go out of my way to purchase it.
",1
5425,"Had this one at The Old Toad in Rochester, New York.  Poured cloudy read with a creamy white head.  Aroma was bananas, cloves, and spice, not unlike a hefe.  Taste was sweet and spicy with a medium body.  Not as rich as the bleu, but quite refreshing.
",5
5426,"Dark red/brown color and a medium head size.  The aroma is mighty complex, bready malt smell (a la St. Bernardus,) and a smoked salmon and chesse smell.  Flavor is a good blend of the smooth complex malts and some noticable hops.  There is a definate sweetness to this, but it still comes through with the  tint of flavor of good packaged smoked salmon.
",5
5427,"This is the second of the Chimay beers for me and most likely the last. Got a severe headache after drinking this one.. The color and head are good for appearance but the flavor is lacking, and I running low on Tylenol.
",1
5428,"Has a nice ruddy brown color to it. Fruity and yeasty aroma. Flavor starts of with malt sweetness and assorted fruity qualities. Has some dryness to it to balance things out. It may be the most mainstream Trappist beer, but it still tastes good and is easily drinkable.
",5
5429,"33 cl bottle. Served in Chimay goblet. Reddish bown w/ nice, tan head. Very pleasant and balanced in both aroma and flavor; dominated by malt and subdued spices. Easily drinkable.
",5
5430,"Silky smooth, foamy crown that lingers on, decent if weak aroma of yeast & pale spring flowers. Medium body, slightly watery palate. In my book the weakest of the Chimay Tricolor.
",1
5431,"UPDATED: OCT 31, 2005 A fabulous dubbel. Its a big, full-flavoured ale - I could imagine washing down a big juicy steak with this. It poured a ruby-red colour with a deep caramel head. A big fruity nose - blackcurrant and spices, with some underlying yeastiness. Smooth and creamy on the tongue. Bold chocolate characters amid the fruity middle. Sultanas. Wonderfully easy drinking. A fine cold-weather nightcap. 	(Bottle)
",5
5432,"This is definitely my favorite of the Chimay ales that I have had.  It smells light and sweet, with a hoppy twinge.  Looks great--dark and cloudy with a caramel colored head.  The palate is so complex, with a sweet hoppiness that ive never really experienced before.  Dark malts also reside in this complex, lovely beer.  Great stuff.
",5
5433,"This smacked of quality. It was really a flavorful, complex brew that had weight and substance to it. I liked it, and probably preferred it to other Chimay products Id had.
",5
5434,"Poured a cloudy ruby/amber color with two fingers of head that quickly shrunk to a thin cap. The nose was of toasted malt, cherry and a mild yeastyness. The taste malty sweet tempered with some toasty grain notes. Cherry and alcohol contributes to the flavor creating a nice balance with the malts. The finish was bold and yeasty with light fruity esters. This was tastey and easy drinking. A little pricey but worth it.
",5
5435,"dark amber color with a medium head that shrinks quickly.  Floral smell of hops with a bit of yeast.  Tastes of malt and yeast with a bit of hops.  Nice medium mouthfeel.  Those monks do no how to make a good beer.
",5
5436,"Has more of a dark coppery color, still very attractive.  Has a decent floral, fruity aroma, not overwhelming.  Has a semi-sharp crisp malt flavor. A little bitter somewhat dry, not as smooth as I would like. Fruit is not too noticable on the palate.  Where is that silky sensation?  Still a pleasant and drinkable beer.
",5
5437,"Draft.  Grassy floral aromas.  Yes, coppery in the glass, some nice lacing.  This beer is a palate standout: smooth, buttery and full mouthfeel.  excellent balance.  The esters translate into a lightly bitter finish with a trail of alcohol.  Flavors of almonds, bread, and citrus fruit.  Very good on tap with a proper pour.  I wouldnt rate it as high from the bottle.
",5
5438,"Cloudy, rusty brown.  Nice white fluffy head.  Plum, raisin, malt, caramelized sugars.  More of the same for taste with old hops and a metallic twang.  Bubbly, dry.  Very nice drinkable Belgian.
",5
5439,"Bought a gift pack tonight with the red,white and blue Chimay along with the big chimay glass for $10.99.	Bottle pored a dark caramel color with a medium white head.	Good fruity crisp aroma.	Flavor of malt and hints of alcohol with a 	medium body.	Not bad , maybe a bit to sweet. I think that the white is best.
",5
5440,"Colour: copper red. There is a taste of fruity plums, raisins, blackcurrant and citrus. The flavor is more light compared to Chimay Bleu. The aftertaste is slightly bitter. Overall a very well composed trappist.
",5
5441,"Bottle.  Brown, slight haze, medium beige head.  Malty, with slight yeast in aroma.  Flavor similar to aroma with spicey undertones.  Nice beer.
",5
5442,"Dark pour.  Nice foamy head. Notes of grapes, raison, apricots, cherries and a noticible trail of alcohol.  I would likely choose this over the Chimay blue any day. Very enjoyable and delicious.
",5
5443,"One of my favorites.		Excellent combination of body and taste. Very smooth with a slight maltiness.
",5
5444,"33 cl bottle:  Hazy amber brown color w/a  lasting off white head.  Yeasty, vinous raisin ester, and a little earthy/musty.  Fresh baked bready malt, hints of alcohol, and an every so slight hint of roast with some bakers chocolate & diacetyl.  Well balanced, but is lightly to bitter.  Some roast comes through a little stronger than I remember it in this one and is almost coffee like.  Dry flavor overall in the finish with some herbal hop flavors as well that linger into the aftertaste.  Toasted matl comes through after the roastiness up front.  Very little fruitiness as I also remember it having more.  Highly carbonated, medium body, and lightly astringent.  Alcohol is only lightly noticeable in the mouth.  Overall, I a little disappointed with this beer, or at least this bottle.  I seem to remember it being a little more complex.  Fruity esters are low in the flavor and it seems to be a little over hopped for my taste.
",1
5445,"The strongest and fruitiest of the three Red, Blue, and White beers of Chimay. You cant go wrong with this beer. Serve it with dinner or by itself.
",1
5446,"Just a great beer.  Looks beautiful, rich and full, dark but a hint of orange.  Citrus notes, but not fruity.  Creamy thick head gives way to a smooth but strong beer that lasts forever on the palate and could change your worldview if left to do so.  Try it.
",5
5447,"UPDATED: JAN 2, 2005 750ml. Hazy orange-brown in the glass, with a nice creamy tan head and lacing.  Pleasant fruity aroma.  Flavor is yeasty, fruity, malty, with Chimays trademark yeast immediately apparent. Light in the mouth with astringent and dry finish. Not much alcohol presence and a little thin. Nice dubbel, but not as nice as the price and hype would have you believe.  A little better than the White or Bleu.
",5
5448,"A very fine dubbel. On the bottle is it chimay brune.
",5
5449,"Cloudy brown pour with some orange tint.  Medium frothy head, nice level of carbonation.  Yeast, ripe fruit, spice and alcohol on the nose.  Flavor echoes the nose, lightly bitter.  Dry finish.
",5
5450,"UPDATED: MAY 18, 2006 I find this to be the perfect beer.  Just the right combination of fruity.malty and alcohol flavors. The strain of yeast has a very destinctive taste that you cant find in any other brew. Ver very good ale.
",5
5451,"Bottled.  Pours murky brown with a copper hue.  Hugh creamy tan head.  Aromas of sweet banana and a bit of skunk.  Creamy carbonation with flavor notes of prunes and/or raisins.  Just a bit of bitterness at the end with no alcohol warmth.
",5
5452,"My first taste of the style is still one of my favorites.  Nice balance of sweetness and alcohol.  One I still like to revisit every once in a while.
",5
5453,"33cl bottle, Sampled December 2004	Pours a lightly hazy amber copper color that is topped by a pale amber head that is large and frothy.  The beer is well carbonated with a steady cascade of bubbles rising form the bottom of my glass.  The aroma is typical of the chime yeast with notes of bubblegum, alcohol, fruity notes of plum and raisin, some spicy notes of ginger, all-spice, and clove.  The fruity notes are definitely the dominant ones in the nose.		The taste is lightly sweet, with soft fruity notes of plum, raisin, fig and clove  up front.  The beer then moves to a sharp note that is a mix of carbonation, and yeast derived esters, as well as a bit of alcohol in the finish.  The beer is quite light on the palate, almost a bit too thin.  There is a certain level of astringency in the finish, which I have always found a bit distracting in beer brewed with the Chimay yeast strain.		Overall this is not a bad brew, certainly nothing to get really excited about, but it is a solid beer.  It really could use a boost in the malt intensity / body department though, it just seems a bit thin.
",1
5454,"Warm brown color with some hazyness and fluffy beige foam. Sexy aromas of dried fruit like figs and plums, but also aromas of cookies. Tha taste is intens and well ballanced.
",5
5455,"UPDATED: MAR 27, 2006 Excellent, aggressive belgian beer. Super strong aroma with a nice lasting head. Flavor is a kick in the mouth, very flavorful.
",5
5456,"Pours copper with a thin light tan head. Nose is a sour fruit and spice mix. Plum, raisin, apple, spice, and a bit of sour mix with a slight amount of earthy taste. Bubbly mouthfeel.
",5
5457,"Would you believe I just had this at a Mexican restaurant here in Philly. Poured into a snifter the brew produced a nice creamy head. Smooth on the palate and flavorful throughout the sip.
",5
5458,"Danger, danger, danger.  This stuff is great.  Very full bouquet and a lot of flavor.  If you like a slightly sweet Belgian beer, then this will not disappoint.  Yeah, its trendy, but its good.
",5
5459,"why bother describing it? youve had it. an excellent example of its style. dangerously easy to gulp.
",5
5460,"frankly I prefer teh white. But this has a slight sour cast to and is very drinkable and enjoyable. Crisp yet not biting.
",5
5461,"Amber, off white lasting head. Fresh (sourish) aroma. yeast. bread. Good carbonation. Malty sweet aroma. Brown sugar. Minerals? A touch of hops. A bit thin palate. The ABV is warming.
",5
5462,"Very refreshing nice and fruity, yet bitter at the same time, nice big head as well.
",5
5463,"Better than most beers. Citrus flavor and fruity on the nose. Very nice but I usually go woth the blue.  Perhaps its peer pressure.
",5
5464,"Pours out a nice reddish color with a large fluffy white head. It has a good fruity aroma with a good amount of carbonation. It is a very smooth brew with nice sweet fruity/malty taste with a slight alcohol/hop finish.
",5
5465,"Nice aroma, sweet fulfilling flavor. Pours murky brown with little head, perfect. A++ WILL DRINK AGAIN!!!
",5
